2011,1,14,1000000.000
2011,1,18,988300.000
2011,1,19,985600.000
2011,1,20,986040.000
2011,1,21,984880.000
2011,1,24,1000920.000
2011,1,25,1007960.000
2011,1,26,1006400.000
2011,1,27,1006520.000
2011,1,28,999280.000
2011,1,31,1010120.000
2011,2,1,1026880.000
2011,2,2,1026840.000
2011,2,3,1025870.000
2011,2,4,1028540.000
2011,2,7,1032530.000
2011,2,8,1045940.000
2011,2,9,1040260.000
2011,2,10,1035520.000
2011,2,11,1044100.000
2011,2,14,1045310.000
2011,2,15,1039830.000
2011,2,16,1042060.000
2011,2,17,1046380.000
2011,2,18,1053560.000
2011,2,22,1022410.000
2011,2,23,1016600.000
2011,2,24,1016420.000
2011,2,25,1023520.000
2011,2,28,1025320.000
2011,3,1,1005240.000
2011,3,2,1005990.000
2011,3,3,1011822.000
2011,3,4,1008924.000
2011,3,7,1005594.000
2011,3,8,1009716.000
2011,3,9,1015998.000
2011,3,10,1009266.000
2011,3,11,1009986.000
2011,3,14,1008150.000
2011,3,15,1003992.000
2011,3,16,993426.000
2011,3,17,995496.000
2011,3,18,998502.000
2011,3,21,1001634.000
2011,3,22,1002210.000
2011,3,23,1004892.000
2011,3,24,1005792.000
2011,3,25,1009536.000
2011,3,28,1008114.000
2011,3,29,1010778.000
2011,3,30,1012038.000
2011,3,31,1011102.000
2011,4,1,1013208.000
2011,4,4,1013172.000
2011,4,5,1012722.000
2011,4,6,1012812.000
2011,4,7,1013406.000
2011,4,8,1012830.000
2011,4,11,1012650.000
2011,4,12,1011426.000
2011,4,13,1012650.000
2011,4,14,1014432.000
2011,4,15,1016610.000
2011,4,18,1016142.000
2011,4,19,1015188.000
2011,4,20,1014054.000
2011,4,21,1020246.000
2011,4,25,1019184.000
2011,4,26,1020624.000
2011,4,27,1023918.000
2011,4,28,1024638.000
2011,4,29,1024278.000
2011,5,2,1027032.000
2011,5,3,1028310.000
2011,5,4,1024350.000
2011,5,5,1020570.000
2011,5,6,1022640.000
2011,5,9,1023018.000
2011,5,10,1025268.000
2011,5,11,1023720.000
2011,5,12,1028544.000
2011,5,13,1024458.000
2011,5,16,1022586.000
2011,5,17,1025484.000
2011,5,18,1025376.000
2011,5,19,1025646.000
2011,5,20,1024890.000
2011,5,23,1021542.000
2011,5,24,1020651.000
2011,5,25,1019892.000
2011,5,26,1018044.000
2011,5,27,1019067.000
2011,5,31,1023687.000
2011,6,1,1016031.000
2011,6,2,1014513.000
2011,6,3,1014513.000
2011,6,6,1014513.000
2011,6,7,1014513.000
2011,6,8,1014513.000
2011,6,9,1014513.000
2011,6,10,1014513.000
2011,6,13,1015341.000
2011,6,14,1022325.000
2011,6,15,1015521.000
2011,6,16,1013625.000
2011,6,17,1007769.000
2011,6,20,1001865.000
2011,6,21,1013793.000
2011,6,22,1010577.000
2011,6,23,1020873.000
2011,6,24,1015041.000
2011,6,27,1021845.000
2011,6,28,1025697.000
2011,6,29,1024233.000
2011,6,30,1026177.000
2011,7,1,1035249.000
2011,7,5,1042629.000
2011,7,6,1045413.000
2011,7,7,1051905.000
2011,7,8,1054905.000
2011,7,11,1048089.000
2011,7,12,1047789.000
2011,7,13,1052889.000
2011,7,14,1052589.000
2011,7,15,1061133.000
2011,7,18,1071741.000
2011,7,19,1075389.000
2011,7,20,1087401.000
2011,7,21,1087857.000
2011,7,22,1095045.000
2011,7,25,1101261.000
2011,7,26,1107129.000
2011,7,27,1094193.000
2011,7,28,1093269.000
2011,7,29,1091673.000
2011,8,1,1099161.000
2011,8,2,1089801.000
2011,8,3,1094169.000
2011,8,4,1076013.000
2011,8,5,1071525.000
2011,8,8,1047141.000
2011,8,9,1071993.000
2011,8,10,1058327.000
2011,8,11,1071000.600
2011,8,12,1074936.600
2011,8,15,1082604.600
2011,8,16,1079100.600
2011,8,17,1079052.600
2011,8,18,1061868.600
2011,8,19,1049892.600
2011,8,22,1050384.600
2011,8,23,1070880.600
2011,8,24,1073964.600
2011,8,25,1071024.600
2011,8,26,1082808.600
2011,8,29,1090440.600
2011,8,30,1090464.600
2011,8,31,1084296.600
2011,9,1,1079760.600
2011,9,2,1071420.600
2011,9,6,1078224.600
2011,9,7,1083228.600
2011,9,8,1083480.600
2011,9,9,1075524.600
2011,9,12,1078464.600
2011,9,13,1084056.600
2011,9,14,1089648.600
2011,9,15,1094016.600
2011,9,16,1103028.600
2011,9,19,1116324.600
2011,9,20,1118496.600
2011,9,21,1116936.600
2011,9,22,1104600.600
2011,9,23,1107564.600
2011,9,26,1106220.600
2011,9,27,1101540.600
2011,9,28,1098852.600
2011,9,29,1091160.600
2011,9,30,1080108.600
2011,10,3,1072080.600
2011,10,4,1069572.600
2011,10,5,1076436.600
2011,10,6,1075392.600
2011,10,7,1066344.600
2011,10,10,1089060.600
2011,10,11,1102776.600
2011,10,12,1105044.600
2011,10,13,1112496.600
2011,10,14,1128720.600
2011,10,17,1126308.600
2011,10,18,1128996.600
2011,10,19,1100784.600
2011,10,20,1096824.600
2011,10,21,1093908.600
2011,10,24,1109328.600
2011,10,25,1099764.600
2011,10,26,1103148.600
2011,10,27,1108032.600
2011,10,28,1108344.600
2011,10,31,1108140.600
2011,11,1,1098252.600
2011,11,2,1099332.600
2011,11,3,1106100.600
2011,11,4,1102716.600
2011,11,7,1102104.600
2011,11,8,1109868.600
2011,11,9,1096788.600
2011,11,10,1084764.600
2011,11,11,1084056.600
2011,11,14,1077648.600
2011,11,15,1089084.600
2011,11,16,1084236.600
2011,11,17,1075440.600
2011,11,18,1072488.600
2011,11,21,1065396.600
2011,11,22,1074360.600
2011,11,23,1062984.600
2011,11,25,1058904.600
2011,11,28,1073892.600
2011,11,29,1070400.600
2011,11,30,1081164.600
2011,12,1,1088004.600
2011,12,2,1090116.600
2011,12,5,1094076.600
2011,12,6,1091616.600
2011,12,7,1089396.600
2011,12,8,1091268.600
2011,12,9,1094808.600
2011,12,12,1092672.600
2011,12,13,1089060.600
2011,12,14,1078752.600
